226
250	0.8459932	0
260	0.8585532	0
270	0.8684868	0
280	0.8761587	0
290	0.8821703	0
300	0.8874617	0
310	0.889163	0
320	0.8918947	0
330	0.8952685	0
340	0.8972834	0
350	0.8991352	0
360	0.9000115	0
370	0.9015471	0
380	0.903271	0
390	0.9041706	0
400	0.9024933	0
410	0.9044002	0
420	0.9038623	0
430	0.9048448	0
440	0.9051429	0
450	0.9036587	0
460	0.9050172	0
470	0.9054314	0
480	0.9057123	0
490	0.9047634	0
500	0.9041919	0
510	0.9047124	0
520	0.9046339	0
530	0.9035996	0
540	0.9029384	0
550	0.903332	0
560	0.9016816	0
570	0.9009801	0
580	0.9001441	0
590	0.8993838	0
600	0.9004467	0
610	0.8987356	0
620	0.8973675	0
630	0.8948556	0
640	0.8942549	0
650	0.8939243	0
660	0.892365	0
670	0.8907892	0
680	0.8895147	0
690	0.8874669	0
700	0.8856189	0
710	0.8831427	0
720	0.8807805	0
730	0.8792043	0
740	0.8772309	0
750	0.874041	0
760	0.8701732	0
770	0.8671502	0
780	0.8646736	0
790	0.8625568	0
800	0.8601071	0
810	0.8591165	0
820	0.8590912	0
830	0.8602489	0
840	0.8611912	0
850	0.8660461	0
860	0.8713394	0
870	0.876797	0
880	0.8824167	0
890	0.8876881	0
900	0.8939676	0
910	0.8998587	0
920	0.9053888	0
930	0.9097354	0
940	0.9139312	0
950	0.9178218	0
960	0.9211307	0
970	0.9250361	0
980	0.9287472	0
990	0.9315013	0
1000	0.9337985	0
1010	0.9362541	0
1020	0.937617	0
1030	0.9398943	0
1040	0.9414014	0
1050	0.9425785	0
1060	0.9447598	0
1070	0.9442281	0
1080	0.9465622	0
1090	0.948985	0
1100	0.9478876	0
1110	0.9506153	0
1120	0.9518683	0
1130	0.9526159	0
1140	0.9538566	0
1150	0.9542542	0
1160	0.9545501	0
1170	0.956179	0
1180	0.956756	0
1190	0.9572861	0
1200	0.9579431	0
1210	0.9577842	0
1220	0.9596274	0
1230	0.9594771	0
1240	0.9607304	0
1250	0.9606712	0
1260	0.9602867	0
1270	0.962445	0
1280	0.9627534	0
1290	0.9622259	0
1300	0.9630145	0
1310	0.9632822	0
1320	0.9632166	0
1330	0.9636655	0
1340	0.9643061	0
1350	0.963705	0
1360	0.9643205	0
1370	0.9638301	0
1380	0.9638712	0
1390	0.9642709	0
1400	0.9644643	0
1410	0.9657958	0
1420	0.9660286	0
1430	0.9655486	0
1440	0.9661461	0
1450	0.9664691	0
1460	0.9657175	0
1470	0.9659183	0
1480	0.9669704	0
1490	0.9669002	0
1500	0.966316	0
1510	0.9674143	0
1520	0.9673981	0
1530	0.9672828	0
1540	0.9671952	0
1550	0.9675989	0
1560	0.9671088	0
1570	0.9675751	0
1580	0.967671	0
1590	0.9679437	0
1600	0.9684764	0
1610	0.9691029	0
1620	0.9689555	0
1630	0.9694396	0
1640	0.9689472	0
1650	0.9684219	0
1660	0.9686174	0
1670	0.9685612	0
1680	0.9687753	0
1690	0.9687291	0
1700	0.9695177	0
1710	0.969587	0
1720	0.9698058	0
1730	0.9695791	0
1740	0.9703434	0
1750	0.9700261	0
1760	0.9702121	0
1770	0.969429	0
1780	0.9702023	0
1790	0.9693687	0
1800	0.9709944	0
1810	0.970153	0
1820	0.9706257	0
1830	0.9697875	0
1840	0.9703783	0
1850	0.9709785	0
1860	0.9710287	0
1870	0.969242	0
1880	0.9699857	0
1890	0.9716252	0
1900	0.9705003	0
1910	0.9707386	0
1920	0.9700274	0
1930	0.9707826	0
1940	0.9715281	0
1950	0.9720895	0
1960	0.971724	0
1970	0.9727848	0
1980	0.9706227	0
1990	0.9713034	0
2000	0.9709964	0
2010	0.9713078	0
2020	0.9715216	0
2030	0.9715616	0
2040	0.9727056	0
2050	0.9723457	0
2060	0.9722465	0
2070	0.9714587	0
2080	0.9718969	0
2090	0.9731258	0
2100	0.9726046	0
2110	0.9719028	0
2120	0.9716871	0
2130	0.9727918	0
2140	0.9722978	0
2150	0.9730573	0
2160	0.9721618	0
2170	0.9721863	0
2180	0.9730335	0
2190	0.9729819	0
2200	0.9730837	0
2210	0.9728721	0
2220	0.9717879	0
2230	0.971881	0
2240	0.9711341	0
2250	0.9729642	0
2260	0.9726279	0
2270	0.971325	0
2280	0.9726668	0
2290	0.97137	0
2300	0.9727237	0
2310	0.971934	0
2320	0.9737257	0
2330	0.9724753	0
2340	0.9725623	0
2350	0.9727626	0
2360	0.9725428	0
2370	0.9729265	0
2380	0.9733003	0
2390	0.9738904	0
2400	0.9735761	0
2410	0.9729199	0
2420	0.9733944	0
2430	0.9734814	0
2440	0.973267	0
2450	0.9723717	0
2460	0.9727205	0
2470	0.9727212	0
2480	0.9729226	0
2490	0.9731368	0
2500	0.9724681	0
